Sl No,VIN,ECU Under Test,Deployment Status,Deployment start time,Deployment end time
12246,MD2B35302NCL10420,TEL,UPDATE SKIPPED,2022-02-23T06:15:45Z,2022-02-23T06:18:21Z
12247,MD2B35305NCL10413,VCU,REQUEST_RECEIVED,2022-04-19T18:21:19Z,None
12248,MD2B35305NCL10413,VCU,UPDATE_COMPLETED,2022-04-02T10:30:21Z,2022-04-08T01:37:40Z
12249,MD2B35305NCL10413,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-04-02T10:04:57Z
12250,MD2B35305NCL10413,TEL,UPDATE SKIPPED,2022-02-23T06:09:06Z,2022-02-23T06:21:03Z
12251,MD2B35309NCL10429,VCU,UPDATE SKIPPED,2022-05-07T12:31:24Z,2022-05-07T12:37:08Z
12252,MD2B35309NCL10429,VCU,REQUEST_PENDING,2022-05-07T12:29:03Z,None
12253,MD2B35309NCL10429,TEL,NVM CORRUPTION,2022-03-17T13:13:35Z,2022-03-18T12:44:10Z
12254,MD2B35309NCL10429,TEL,UPDATE SKIPPED,2022-02-23T06:05:28Z,2022-02-23T06:08:05Z
12255,MD2B35302NCL10417,MCU,UPDATE_FAILED,2022-05-25T04:35:39Z,2022-05-27T23:43:46Z
12256,MD2B35302NCL10417,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-23T03:07:12Z
12257,MD2B35302NCL10417,VCU,UPDATE_COMPLETED,2022-03-19T06:00:35Z,2022-03-21T01:37:00Z
12258,MD2B35302NCL10417,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-16T15:29:11Z
12259,MD2B35302NCL10417,TEL,UPDATE SKIPPED,2022-02-23T05:59:51Z,2022-02-23T06:03:29Z
12260,MD2B35309NCL10415,VCU,REQUEST_PENDING,2022-04-21T07:31:25Z,None
12261,MD2B35309NCL10415,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T05:38:32Z
12262,MD2B35309NCL10415,VCU,UPDATE SKIPPED,2022-03-21T10:10:14Z,2022-03-28T10:03:33Z
12263,MD2B35309NCL10415,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-21T09:10:14Z
12264,MD2B35309NCL10415,VCU,UPDATE_COMPLETED,2022-03-08T05:47:03Z,2022-03-08T07:35:55Z
12265,MD2B35309NCL10415,TEL,UPDATE_COMPLETED,2022-03-07T09:47:13Z,2022-03-07T10:27:07Z
12266,MD2B35309NCL10415,TEL,REQUEST_PENDING,2022-03-07T09:46:00Z,None
12267,MD2B35309NCL10415,TEL,UPDATE SKIPPED,2022-02-23T05:51:54Z,2022-02-23T05:55:31Z
12268,MD2B35306NCL10422,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-31T12:28:03Z
12269,MD2B35306NCL10422,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12270,MD2B35306NCL10422,TEL,UPDATE SKIPPED,2022-02-23T05:48:26Z,2022-02-23T05:56:28Z
12271,MD2B35300NCL10416,VCU,UPDATE SKIPPED,2022-05-11T03:09:28Z,2022-05-11T16:56:23Z
12272,MD2B35300NCL10416,TEL,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-19T06:39:36Z,2022-05-11T03:47:12Z
12273,MD2B35300NCL10416,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12274,MD2B35300NCL10416,TEL,UPDATE SKIPPED,2022-02-23T05:45:07Z,2022-02-23T05:47:43Z
12275,MD2B35303NCL10426,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T15:21:41Z
12276,MD2B35303NCL10426,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T18:00:37Z
12277,MD2B35303NCL10426,VCU,UPDATE_COMPLETED,2022-03-19T21:46:07Z,2022-03-22T14:52:35Z
12278,MD2B35303NCL10426,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-19T19:47:00Z
12279,MD2B35303NCL10426,TEL,UPDATE SKIPPED,2022-02-23T05:38:47Z,2022-02-23T05:42:58Z
12280,MD2B35301NCL10425,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12281,MD2B35301NCL10425,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12282,MD2B35301NCL10425,TEL,UPDATE SKIPPED,2022-02-23T04:58:48Z,2022-02-23T05:01:30Z
12283,MD2B35306NCL10419,VCU,UPDATE SKIPPED,2022-05-11T15:46:58Z,2022-05-14T19:45:29Z
12284,MD2B35306NCL10419,TEL,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-19T06:39:36Z,2022-05-12T01:08:08Z
12285,MD2B35306NCL10419,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12286,MD2B35306NCL10419,TEL,UPDATE SKIPPED,2022-02-23T04:54:19Z,2022-02-23T04:57:54Z
12287,MD2B35308NCL10423,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-18T14:22:19Z
12288,MD2B35308NCL10423,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12289,MD2B35308NCL10423,TEL,UPDATE SKIPPED,2022-02-23T04:48:45Z,2022-02-23T04:51:22Z
12290,MD2B35304NCL10421,VCU,UPDATE SKIPPED,2022-06-22T09:39:57Z,2022-06-24T10:33:28Z
12291,MD2B35304NCL10421,VCU,REQUEST_PENDING,2022-06-22T09:38:40Z,None
12292,MD2B35304NCL10421,TEL,UPDATE_FAILED,2022-04-19T06:39:36Z,2022-06-22T07:19:53Z
12293,MD2B35304NCL10421,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12294,MD2B35304NCL10421,TEL,UPDATE SKIPPED,2022-02-23T04:38:51Z,2022-02-23T04:45:43Z
12295,MD2B35305NCL10430,VCU,UPDATE SKIPPED,2022-05-07T07:04:43Z,2022-05-10T06:59:57Z
12296,MD2B35305NCL10430,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12297,MD2B35305NCL10430,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12298,MD2B35305NCL10430,TEL,UPDATE SKIPPED,2022-02-23T04:33:03Z,2022-02-23T04:35:47Z
12299,MD2B35306NCL10288,VCU,UPDATE SKIPPED,2022-05-14T07:50:46Z,2022-05-14T18:03:37Z
12300,MD2B35306NCL10288,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12301,MD2B35306NCL10288,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12302,MD2B35306NCL10288,TEL,UPDATE SKIPPED,2022-02-23T04:15:26Z,2022-02-23T04:18:59Z
12303,MD2B35301NCL10683,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12304,MD2B35301NCL10683,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12305,MD2B35301NCL10683,TEL,UPDATE SKIPPED,2022-02-23T03:48:33Z,2022-02-23T03:53:16Z
12306,MD2B3530XNCL10682,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12307,MD2B3530XNCL10682,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12308,MD2B3530XNCL10682,TEL,UPDATE SKIPPED,2022-02-23T03:41:21Z,2022-02-23T03:44:51Z
12309,MD2B35304NCL10208,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-10T07:49:55Z
12310,MD2B35304NCL10208,VCU,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-29T11:25:43Z,2022-04-29T11:45:23Z
12311,MD2B35304NCL10208,VCU,UPDATE SKIPPED,2022-04-29T11:23:28Z,2022-04-29T11:55:42Z
12312,MD2B35304NCL10208,VCU,UPDATE_FAILED,2022-04-29T10:22:58Z,2022-04-29T10:54:01Z
12313,MD2B35304NCL10208,TEL,UPDATE_ABORTED,2022-03-17T13:13:35Z,2022-04-22T04:50:30Z
12314,MD2B35304NCL10208,TEL,UPDATE SKIPPED,2022-02-19T04:56:04Z,2022-02-21T04:07:14Z
12315,MD2B3530XNCL10195,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-05-26T15:06:24Z
12316,MD2B3530XNCL10195,TEL,UPDATE SKIPPED,2022-03-11T06:41:10Z,2022-03-11T06:45:55Z
12317,MD2B3530XNCL10195,TEL,REQUEST_PENDING,2022-03-11T06:40:21Z,None
12318,MD2B3530XNCL10195,TEL,UPDATE SKIPPED,2022-02-19T01:54:17Z,2022-02-19T01:58:43Z
12319,MD2B35300NCL10285,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T03:37:04Z
12320,MD2B35300NCL10285,VCU,UPDATE SKIPPED,2022-03-19T08:42:55Z,2022-03-19T10:33:36Z
12321,MD2B35300NCL10285,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-18T04:48:29Z
12322,MD2B35300NCL10285,VCU,UPDATE_COMPLETED,2022-03-11T04:27:08Z,2022-03-11T05:33:54Z
12323,MD2B35300NCL10285,TEL,UPDATE_COMPLETED,2022-03-10T10:12:00Z,2022-03-11T02:36:41Z
12324,MD2B35300NCL10285,TEL,UPDATE SKIPPED,2022-02-18T15:11:42Z,2022-02-18T16:17:33Z
12325,MD2B35305NCL10167,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T16:01:55Z
12326,MD2B35305NCL10167,VCU,UPDATE SKIPPED,2022-03-19T13:41:03Z,2022-03-19T16:07:25Z
12327,MD2B35305NCL10167,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T13:25:13Z
12328,MD2B35305NCL10167,VCU,UPDATE_COMPLETED,2022-03-11T04:27:08Z,2022-03-11T05:08:31Z
12329,MD2B35305NCL10167,TEL,UPDATE SKIPPED,2022-03-11T04:02:50Z,2022-03-11T04:16:48Z
12330,MD2B35305NCL10167,TEL,UPDATE_FAILED,2022-03-10T10:12:00Z,2022-03-11T03:16:18Z
12331,MD2B35305NCL10167,TEL,UPDATE SKIPPED,2022-02-18T14:58:26Z,2022-02-18T16:12:34Z
12332,MD2B35303NCL10040,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T08:27:38Z
12333,MD2B35303NCL10040,TEL,UPDATE_COMPLETED,2022-03-09T09:35:02Z,2022-03-10T04:47:52Z
12334,MD2B35303NCL10040,TEL,UPDATE SKIPPED,2022-02-18T14:54:23Z,2022-02-18T16:26:10Z
12335,MD2B35302NCL10224,MCU,UPDATE_COMPLETED,2022-05-27T06:38:39Z,2022-05-27T14:08:31Z
12336,MD2B35302NCL10224,MCU,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-05-26T06:17:32Z,2022-05-27T08:35:17Z
12337,MD2B35302NCL10224,MCU,UPDATE_FAILED,2022-05-25T04:35:39Z,2022-05-25T12:20:52Z
12338,MD2B35302NCL10224,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T08:11:24Z
12339,MD2B35302NCL10224,VCU,UPDATE_COMPLETED,2022-03-19T11:14:58Z,2022-03-19T16:34:18Z
12340,MD2B35302NCL10224,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-19T10:30:10Z
12341,MD2B35302NCL10224,TEL,UPDATE SKIPPED,2022-02-18T14:45:31Z,2022-02-18T14:50:10Z
12342,MD2B35302NCL10210,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-28T16:50:40Z
12343,MD2B35302NCL10210,VCU,UPDATE SKIPPED,2022-03-19T08:45:53Z,2022-03-21T12:58:56Z
12344,MD2B35302NCL10210,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-17T15:11:13Z
12345,MD2B35302NCL10210,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T08:33:30Z
12346,MD2B35302NCL10210,TEL,UPDATE SKIPPED,2022-03-10T05:30:55Z,2022-03-10T05:39:30Z
12347,MD2B35302NCL10210,TEL,UPDATE_FAILED,2022-03-09T09:35:02Z,2022-03-10T04:11:30Z
12348,MD2B35302NCL10210,TEL,UPDATE SKIPPED,2022-02-18T13:57:09Z,2022-02-18T13:59:49Z
12349,MD2B35308NCL10213,TEL,PACKAGE_DOWNLOADING,2022-05-05T06:20:50Z,None
12350,MD2B35308NCL10213,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-27T04:35:14Z
12351,MD2B35308NCL10213,VCU,UPDATE_COMPLETED,2022-03-24T05:20:16Z,2022-03-24T16:03:18Z
12352,MD2B35308NCL10213,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-24T04:38:41Z
12353,MD2B35308NCL10213,TEL,UPDATE SKIPPED,2022-02-18T13:44:30Z,2022-02-18T13:47:13Z
12354,MD2B35309NCL10205,VCU,UPDATE SKIPPED,2022-05-27T10:44:31Z,2022-05-27T11:05:28Z
12355,MD2B35309NCL10205,VCU,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-19T18:21:19Z,2022-05-27T10:50:28Z
12356,MD2B35309NCL10205,VCU,REQUEST_PENDING,2022-03-26T17:41:32Z,None
12357,MD2B35309NCL10205,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-26T17:21:22Z
12358,MD2B35309NCL10205,TEL,UPDATE SKIPPED,2022-02-18T13:35:12Z,2022-02-19T04:40:08Z
12359,MD2B35303NCL10197,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12360,MD2B35303NCL10197,VCU,UPDATE_COMPLETED,2022-03-27T14:45:36Z,2022-03-27T17:34:17Z
12361,MD2B35303NCL10197,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-27T13:44:51Z
12362,MD2B35303NCL10197,TEL,UPDATE SKIPPED,2022-02-18T13:31:05Z,2022-02-18T13:33:45Z
12363,MD2B35302NCL10045,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T07:45:34Z
12364,MD2B35302NCL10045,TEL,UPDATE_COMPLETED,2022-03-09T09:35:02Z,2022-03-10T04:26:11Z
12365,MD2B35302NCL10045,TEL,UPDATE SKIPPED,2022-02-18T13:22:53Z,2022-02-18T13:30:20Z
12366,MD2B35306NCL10209,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-29T03:04:26Z
12367,MD2B35306NCL10209,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T02:50:40Z
12368,MD2B35306NCL10209,VCU,UPDATE_COMPLETED,2022-03-19T06:02:25Z,2022-04-07T19:32:24Z
12369,MD2B35306NCL10209,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-18T02:50:40Z
12370,MD2B35306NCL10209,TEL,UPDATE SKIPPED,2022-02-18T13:18:21Z,2022-02-18T13:25:11Z
12371,MD2B35303NCL10216,VCU,UPDATE SKIPPED,2022-06-16T06:43:04Z,2022-06-16T07:03:15Z
12372,MD2B35303NCL10216,VCU,REQUEST_PENDING,2022-06-16T06:42:17Z,None
12373,MD2B35303NCL10216,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T11:29:35Z
12374,MD2B35303NCL10216,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-25T10:30:54Z
12375,MD2B35303NCL10216,VCU,UPDATE_COMPLETED,2022-03-29T06:57:54Z,2022-03-29T11:25:43Z
12376,MD2B35303NCL10216,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-29T06:37:38Z
12377,MD2B35303NCL10216,TEL,UPDATE SKIPPED,2022-02-18T13:03:27Z,2022-02-18T17:34:55Z
12378,MD2B35307NCL10221,VCU,UPDATE SKIPPED,2022-05-03T12:54:22Z,2022-05-03T12:58:06Z
12379,MD2B35307NCL10221,VCU,UPDATE_FAILED,2022-05-02T14:59:01Z,2022-05-03T12:50:49Z
12380,MD2B35307NCL10221,VCU,UPDATE_FAILED,2022-04-22T01:30:07Z,2022-05-02T14:55:04Z
12381,MD2B35307NCL10221,VCU,UPDATE_FAILED,2022-04-21T07:23:36Z,2022-04-22T01:26:45Z
12382,MD2B35307NCL10221,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T03:22:36Z
12383,MD2B35307NCL10221,VCU,UPDATE_COMPLETED,2022-03-26T14:10:08Z,2022-04-08T03:38:38Z
12384,MD2B35307NCL10221,TEL,UPDATE SKIPPED,2022-03-26T12:30:20Z,2022-03-26T14:07:02Z
12385,MD2B35307NCL10221,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-26T12:20:51Z
12386,MD2B35307NCL10221,TEL,UPDATE SKIPPED,2022-02-18T12:56:42Z,2022-02-18T13:00:21Z
12387,MD2B35306NCL10226,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12388,MD2B35306NCL10226,VCU,UPDATE_COMPLETED,2022-03-20T07:05:03Z,2022-03-21T18:08:09Z
12389,MD2B35306NCL10226,TEL,UPDATE SKIPPED,2022-03-19T18:08:51Z,2022-03-20T06:02:16Z
12390,MD2B35306NCL10226,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-19T17:42:42Z
12391,MD2B35306NCL10226,TEL,UPDATE SKIPPED,2022-02-18T12:52:55Z,2022-02-19T03:52:56Z
12392,MD2B35305NCL10217,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T06:43:45Z
12393,MD2B35305NCL10217,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T11:05:27Z
12394,MD2B35305NCL10217,VCU,UPDATE_COMPLETED,2022-03-20T14:10:54Z,2022-03-22T13:15:11Z
12395,MD2B35305NCL10217,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-20T13:41:19Z
12396,MD2B35305NCL10217,TEL,UPDATE SKIPPED,2022-02-18T12:49:24Z,2022-02-18T13:28:03Z
12397,MD2B35301NCL10196,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12398,MD2B35301NCL10196,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-03-27T03:30:16Z,None
12399,MD2B35301NCL10196,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T02:50:49Z
12400,MD2B35301NCL10196,TEL,UPDATE SKIPPED,2022-02-18T12:40:11Z,2022-02-18T18:19:02Z
12401,MD2B35300NCL10223,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T02:04:02Z
12402,MD2B35300NCL10223,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-24T05:06:33Z
12403,MD2B35300NCL10223,VCU,UPDATE SKIPPED,2022-03-22T17:40:24Z,2022-03-24T02:58:45Z
12404,MD2B35300NCL10223,VCU,UPDATE_COMPLETED,2022-03-22T11:46:26Z,2022-03-22T14:15:06Z
12405,MD2B35300NCL10223,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-22T11:43:46Z
12406,MD2B35300NCL10223,TEL,UPDATE SKIPPED,2022-02-18T12:35:45Z,2022-02-18T12:38:24Z
12407,MD2B35307NCL10218,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12408,MD2B35307NCL10218,VCU,UPDATE_COMPLETED,2022-04-03T13:10:23Z,2022-04-07T17:27:09Z
12409,MD2B35307NCL10218,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-04-03T13:08:30Z
12410,MD2B35307NCL10218,TEL,UPDATE SKIPPED,2022-02-18T12:28:33Z,2022-02-18T12:31:08Z
12411,MD2B35308NCL10230,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T07:29:55Z
12412,MD2B35308NCL10230,TEL,UPDATE_COMPLETED,2022-03-10T06:09:55Z,2022-03-10T06:42:41Z
12413,MD2B35308NCL10230,TEL,UPDATE SKIPPED,2022-03-10T05:54:48Z,2022-03-10T06:08:15Z
12414,MD2B35308NCL10230,TEL,NVM CORRUPTION,2022-03-10T05:30:55Z,2022-03-10T05:36:49Z
12415,MD2B35308NCL10230,TEL,NVM CORRUPTION,2022-03-09T09:35:02Z,2022-03-09T10:17:40Z
12416,MD2B35308NCL10230,TEL,UPDATE SKIPPED,2022-02-18T12:22:46Z,2022-02-18T12:25:29Z
12417,MD2B35304NCL10340,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T16:17:59Z
12418,MD2B35304NCL10340,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-27T05:31:44Z
12419,MD2B35304NCL10340,VCU,NVM CORRUPTION,2022-04-08T02:18:18Z,2022-04-08T06:02:12Z
12420,MD2B35304NCL10340,VCU,UPDATE_FAILED,2022-04-06T19:58:51Z,2022-04-08T02:17:39Z
12421,MD2B35304NCL10340,VCU,UPDATE_COMPLETED,2022-03-29T03:14:57Z,2022-03-29T10:59:16Z
12422,MD2B35304NCL10340,TEL,UPDATE SKIPPED,2022-03-28T16:48:25Z,2022-03-29T03:02:25Z
12423,MD2B35304NCL10340,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-28T15:11:04Z
12424,MD2B35304NCL10340,TEL,UPDATE SKIPPED,2022-02-18T12:01:36Z,2022-02-18T12:04:08Z
12425,MD2B35302NCL10269,VCU,UPDATE_COMPLETED,2022-04-21T07:01:38Z,2022-04-21T16:01:20Z
12426,MD2B35302NCL10269,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T14:06:42Z
12427,MD2B35302NCL10269,VCU,UPDATE SKIPPED,2022-03-19T06:00:33Z,2022-03-26T08:52:07Z
12428,MD2B35302NCL10269,TEL,UPDATE SKIPPED,2022-03-16T09:00:49Z,2022-03-17T11:33:43Z
12429,MD2B35302NCL10269,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T07:53:57Z
12430,MD2B35302NCL10269,TEL,UPDATE_COMPLETED,2022-03-09T09:35:02Z,2022-03-09T12:19:41Z
12431,MD2B35302NCL10269,TEL,UPDATE SKIPPED,2022-02-18T11:44:13Z,2022-02-18T11:46:54Z
12432,MD2B35307NCL10266,VCU,UPDATE SKIPPED,2022-06-18T09:30:11Z,2022-06-18T09:41:07Z
12433,MD2B35307NCL10266,VCU,REQUEST_PENDING,2022-06-18T09:29:57Z,None
12434,MD2B35307NCL10266,VCU,UPDATE_FAILED,2022-06-17T10:48:11Z,2022-06-17T11:59:39Z
12435,MD2B35307NCL10266,VCU,UPDATE_FAILED,2022-06-17T10:03:46Z,2022-06-17T10:38:26Z
12436,MD2B35307NCL10266,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T07:28:09Z
12437,MD2B35307NCL10266,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T12:04:26Z
12438,MD2B35307NCL10266,VCU,UPDATE_COMPLETED,2022-03-29T11:20:15Z,2022-03-29T11:56:24Z
12439,MD2B35307NCL10266,TEL,UPDATE_COMPLETED,2022-03-29T07:44:03Z,2022-03-29T11:04:38Z
12440,MD2B35307NCL10266,TEL,REQUEST_PENDING,2022-03-29T07:43:38Z,None
12441,MD2B35307NCL10266,TEL,UPDATE_FAILED,2022-03-22T17:10:54Z,2022-03-23T03:57:29Z
12442,MD2B35307NCL10266,TEL,UPDATE_FAILED,2022-03-22T15:50:20Z,2022-03-22T16:12:12Z
12443,MD2B35307NCL10266,TEL,UPDATE_FAILED,2022-03-22T07:17:28Z,2022-03-22T15:22:27Z
12444,MD2B35307NCL10266,TEL,UPDATE_FAILED,2022-03-22T04:44:45Z,2022-03-22T06:52:24Z
12445,MD2B35307NCL10266,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-22T04:07:00Z
12446,MD2B35307NCL10266,TEL,UPDATE SKIPPED,2022-02-18T11:38:07Z,2022-02-18T11:40:46Z
12447,MD2B35309NCL10267,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T16:55:23Z
12448,MD2B35309NCL10267,VCU,UPDATE SKIPPED,2022-03-19T09:01:30Z,2022-03-20T07:47:49Z
12449,MD2B35309NCL10267,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-17T14:15:24Z
12450,MD2B35309NCL10267,VCU,UPDATE_COMPLETED,2022-03-11T04:27:08Z,2022-03-11T05:51:15Z
12451,MD2B35309NCL10267,TEL,UPDATE_COMPLETED,2022-03-10T10:12:00Z,2022-03-11T04:09:20Z
12452,MD2B35309NCL10267,TEL,UPDATE SKIPPED,2022-02-18T11:32:56Z,2022-02-19T04:04:52Z
12453,MD2B35308NCL10339,VCU,UPDATE SKIPPED,2022-05-20T09:07:54Z,2022-05-20T15:42:54Z
12454,MD2B35308NCL10339,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-05-19T15:46:49Z
12455,MD2B35308NCL10339,TEL,UPDATE SKIPPED,2022-02-18T11:28:04Z,2022-02-18T13:08:44Z
12456,MD2B35306NCL10338,VCU,UPDATE_COMPLETED,2022-03-10T06:43:56Z,2022-03-10T07:22:43Z
12457,MD2B35306NCL10338,TEL,UPDATE_COMPLETED,2022-03-09T09:35:02Z,2022-03-09T12:00:36Z
12458,MD2B35306NCL10338,TEL,UPDATE SKIPPED,2022-02-18T11:22:22Z,2022-02-18T16:23:30Z
12459,MD2B35304NCL10127,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12460,MD2B35304NCL10127,VCU,UPDATE SKIPPED,2022-03-22T17:42:45Z,2022-03-23T02:20:02Z
12461,MD2B35304NCL10127,VCU,REQUEST_PENDING,2022-03-22T10:50:17Z,None
12462,MD2B35304NCL10127,VCU,REQUEST_PENDING,2022-03-22T10:40:39Z,None
12463,MD2B35304NCL10127,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-17T13:46:37Z
12464,MD2B35304NCL10127,TEL,UPDATE_COMPLETED,2022-03-07T09:26:04Z,2022-03-07T11:03:37Z
12465,MD2B35304NCL10127,TEL,UPDATE SKIPPED,2022-03-01T08:49:01Z,2022-03-01T09:34:44Z
12466,MD2B35304NCL10127,TEL,UPDATE SKIPPED,2022-02-18T10:58:00Z,2022-02-18T16:33:33Z
12467,MD2B35303NCL10118,MCU,REQUEST_PENDING,2022-05-25T04:35:39Z,None
12468,MD2B35303NCL10118,MCU,UPDATE_COMPLETED,2022-04-19T10:01:42Z,2022-04-19T10:23:11Z
12469,MD2B35303NCL10118,VCU,UPDATE_COMPLETED,2022-04-19T09:19:41Z,2022-04-19T09:59:14Z
12470,MD2B35303NCL10118,TEL,UPDATE SKIPPED,2022-04-19T09:05:27Z,2022-04-19T09:16:16Z
12471,MD2B35303NCL10118,TEL,REQUEST_PENDING,2022-04-19T09:04:54Z,None
12472,MD2B35303NCL10118,TEL,UPDATE_FAILED,2022-03-30T18:15:22Z,2022-03-31T02:02:30Z
12473,MD2B35303NCL10118,TEL,UPDATE_FAILED,2022-03-30T16:15:24Z,2022-03-30T18:14:47Z
12474,MD2B35303NCL10118,TEL,UPDATE_FAILED,2022-03-28T04:25:57Z,2022-03-30T16:11:26Z
12475,MD2B35303NCL10118,TEL,UPDATE_FAILED,2022-03-28T02:40:41Z,2022-03-28T03:40:46Z
12476,MD2B35303NCL10118,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-28T02:25:08Z
12477,MD2B35303NCL10118,TEL,UPDATE SKIPPED,2022-02-18T10:53:43Z,2022-02-18T10:56:14Z
12478,MD2B35308NCL10129,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12479,MD2B35308NCL10129,VCU,UPDATE SKIPPED,2022-03-19T08:59:24Z,2022-03-21T05:55:36Z
